,Tanggal_Penerbangan,Hari,Maskapai,Nomor_Penerbangan,Bandara_Asal,Kode_IATA_Asal,Bandara_Tujuan,Kode_IATA_Tujuan,Jadwal_Keberangkatan,Jadwal_Kedatangan,Kota_tujuan,Deskripsi_tujuan,Suhu_Celcius_tujuan,Kelembaban_%_tujuan,Tekanan_hPa_tujuan,Kecepatan_Angin_m/s_tujuan,Kecepatan_Angin_km_jam_tujuan,Kota_Asal,Rute,Durasi_Actual,Durasi_Normal,Keterlambatan_Kedatangan
10,2025-07-28,Senin,Citilink,QG344,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-07-28 01:50:00,2025-07-28 05:15:00,Makassar,badai petir,24.7,64,1006,2.7,9.72,Jakarta,Jakarta-Makassar,205.0,200.0,5.0
11,2025-07-28,Senin,Batik Air,ID6751,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-07-28 02:20:00,2025-07-28 05:45:00,Makassar,berkabut,30.0,66,1005,1.3,4.680000000000001,Jakarta,Jakarta-Makassar,205.0,200.0,5.0
12,2025-07-28,Senin,Batik Air,ID6370,Soekarno-Hatta International,CGK,Juanda,SUB,2025-07-28 04:40:00,2025-07-28 06:05:00,Surabaya,badai petir,29.1,74,1010,4.5,16.2,Jakarta,Jakarta-Surabaya,85.0,80.0,5.0
13,2025-07-28,Senin,Super Air Jet,IU814,Soekarno-Hatta International,CGK,Minangkabau International Airport,PDG,2025-07-28 05:30:00,2025-07-28 07:15:00,Padang,berkabut,32.7,78,1008,2.1,7.5600000000000005,Jakarta,Jakarta-Padang,105.0,110.0,-5.0
14,2025-07-28,Senin,Lion Air,JT2792,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-07-28 04:00:00,2025-07-28 07:20:00,Makassar,hujan ringan,32.0,84,1007,2.1,7.5600000000000005,Jakarta,Jakarta-Makassar,200.0,200.0,0.0
15,2025-07-28,Senin,Lion Air,JT792,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-07-28 04:00:00,2025-07-28 07:20:00,Makassar,hujan ringan,32.0,84,1007,2.1,7.5600000000000005,Jakarta,Jakarta-Makassar,200.0,200.0,0.0
16,2025-07-28,Senin,Lion Air,JT1852,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-07-28 04:00:00,2025-07-28 07:20:00,Makassar,hujan ringan,32.0,84,1007,2.1,7.5600000000000005,Jakarta,Jakarta-Makassar,200.0,200.0,0.0
17,2025-07-28,Senin,Super Air Jet,IU730,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,2025-07-28 04:30:00,2025-07-28 07:20:00,Denpasar,cerah,33.7,62,1009,4.7,16.92,Jakarta,Jakarta-Denpasar,170.0,,
18,2025-07-28,Senin,Citilink,QG712,Soekarno-Hatta International,CGK,Juanda,SUB,2025-07-28 05:55:00,2025-07-28 07:35:00,Surabaya,cerah,25.8,83,1006,3.5,12.6,Jakarta,Jakarta-Surabaya,100.0,80.0,20.0
19,2025-07-28,Senin,Batik Air,ID6572,Soekarno-Hatta International,CGK,Juanda,SUB,2025-07-28 06:15:00,2025-07-28 07:40:00,Surabaya,cerah,25.8,83,1006,3.5,12.6,Jakarta,Jakarta-Surabaya,85.0,80.0,5.0
20,2025-07-28,Senin,Citilink,QG680,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,2025-07-28 05:05:00,2025-07-28 08:00:00,Denpasar,cerah,33.7,62,1009,4.7,16.92,Jakarta,Jakarta-Denpasar,175.0,,
21,2025-07-28,Senin,Super Air Jet,IU908,Soekarno-Hatta International,CGK,Minangkabau International Airport,PDG,2025-07-28 06:30:00,2025-07-28 08:15:00,Padang,berkabut,32.7,78,1008,2.1,7.5600000000000005,Jakarta,Jakarta-Padang,105.0,110.0,-5.0
22,2025-07-28,Senin,Garuda Indonesia,GA304,Soekarno-Hatta International,CGK,Juanda,SUB,2025-07-28 06:50:00,2025-07-28 08:25:00,Surabaya,cerah,24.7,79,1012,2.2,7.920000000000001,Jakarta,Jakarta-Surabaya,95.0,80.0,15.0
23,2025-07-28,Senin,Pelita Air,IP200,Soekarno-Hatta International,CGK,Juanda,SUB,2025-07-28 06:55:00,2025-07-28 08:30:00,Surabaya,cerah,24.7,79,1012,2.2,7.920000000000001,Jakarta,Jakarta-Surabaya,95.0,80.0,15.0
24,2025-07-28,Senin,Citilink,QG212,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-07-28 05:10:00,2025-07-28 08:35:00,Makassar,cerah,25.2,78,1010,3.1,11.16,Jakarta,Jakarta-Makassar,205.0,200.0,5.0
25,2025-07-28,Senin,Citilink,QG952,Soekarno-Hatta International,CGK,Minangkabau International Airport,PDG,2025-07-28 07:00:00,2025-07-28 08:55:00,Padang,berkabut,28.7,86,1006,1.9,6.84,Jakarta,Jakarta-Padang,115.0,110.0,5.0
26,2025-07-28,Senin,AirAsia,AK802,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,2025-07-28 06:20:00,2025-07-28 09:10:00,Denpasar,berkabut,31.2,86,1008,3.7,13.32,Jakarta,Jakarta-Denpasar,170.0,,
27,2025-07-28,Senin,Batik Air,ID6554,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-07-28 06:00:00,2025-07-28 09:20:00,Makassar,cerah,25.2,78,1010,3.1,11.16,Jakarta,Jakarta-Makassar,200.0,200.0,0.0
28,2025-07-28,Senin,Batik Air,ID6236,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-07-28 06:00:00,2025-07-28 09:20:00,Makassar,cerah,25.2,78,1010,3.1,11.16,Jakarta,Jakarta-Makassar,200.0,200.0,0.0
29,2025-07-28,Senin,Super Air Jet,IU756,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,2025-07-28 06:30:00,2025-07-28 09:20:00,Denpasar,berkabut,31.2,86,1008,3.7,13.32,Jakarta,Jakarta-Denpasar,170.0,,
30,2025-07-28,Senin,Super Air Jet,IU812,Soekarno-Hatta International,CGK,Minangkabau International Airport,PDG,2025-07-28 07:40:00,2025-07-28 09:25:00,Padang,berkabut,28.7,86,1006,1.9,6.84,Jakarta,Jakarta-Padang,105.0,110.0,-5.0
31,2025-07-28,Senin,TransNusa,8B5104,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,2025-07-28 06:45:00,2025-07-28 09:30:00,Denpasar,berkabut,31.2,86,1008,3.7,13.32,Jakarta,Jakarta-Denpasar,165.0,,
32,2025-07-28,Senin,Batik Air,ID6584,Soekarno-Hatta International,CGK,Juanda,SUB,2025-07-28 08:10:00,2025-07-28 09:35:00,Surabaya,cerah,24.7,79,1012,2.2,7.920000000000001,Jakarta,Jakarta-Surabaya,85.0,80.0,5.0
33,2025-07-28,Senin,Citilink,QG722,Soekarno-Hatta International,CGK,Juanda,SUB,2025-07-28 08:10:00,2025-07-28 09:50:00,Surabaya,badai petir,24.0,75,1014,1.8,6.48,Jakarta,Jakarta-Surabaya,100.0,80.0,20.0
34,2025-07-28,Senin,Pelita Air,IP210,Soekarno-Hatta International,CGK,Juanda,SUB,2025-07-28 08:25:00,2025-07-28 09:55:00,Surabaya,badai petir,24.0,75,1014,1.8,6.48,Jakarta,Jakarta-Surabaya,90.0,80.0,10.0
35,2025-07-28,Senin,Garuda Indonesia,GA402,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,2025-07-28 07:05:00,2025-07-28 10:10:00,Denpasar,cerah,27.5,74,1006,3.1,11.16,Jakarta,Jakarta-Denpasar,185.0,,
36,2025-07-28,Senin,Super Air Jet,IU250,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-07-28 07:00:00,2025-07-28 10:20:00,Makassar,berawan,24.6,78,1010,2.0,7.2,Jakarta,Jakarta-Makassar,200.0,200.0,0.0
37,2025-07-28,Senin,Lion Air,JT241,Soekarno-Hatta International,CGK,Juanda,SUB,2025-07-28 09:00:00,2025-07-28 10:25:00,Surabaya,badai petir,24.0,75,1014,1.8,6.48,Jakarta,Jakarta-Surabaya,85.0,80.0,5.0
38,2025-07-28,Senin,Lion Air,JT694,Soekarno-Hatta International,CGK,Juanda,SUB,2025-07-28 09:00:00,2025-07-28 10:25:00,Surabaya,badai petir,24.0,75,1014,1.8,6.48,Jakarta,Jakarta-Surabaya,85.0,80.0,5.0
39,2025-07-28,Senin,Garuda Indonesia,GA322,Soekarno-Hatta International,CGK,Juanda,SUB,2025-07-28 08:45:00,2025-07-28 10:25:00,Surabaya,badai petir,24.0,75,1014,1.8,6.48,Jakarta,Jakarta-Surabaya,100.0,80.0,20.0
40,2025-07-28,Senin,Super Air Jet,IU740,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,2025-07-28 07:40:00,2025-07-28 10:30:00,Denpasar,cerah,27.5,74,1006,3.1,11.16,Jakarta,Jakarta-Denpasar,170.0,,
41,2025-07-28,Senin,Garuda Indonesia,GA610,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-07-28 06:55:00,2025-07-28 10:30:00,Makassar,berawan,24.6,78,1010,2.0,7.2,Jakarta,Jakarta-Makassar,215.0,200.0,15.0
42,2025-07-28,Senin,Citilink,QG682,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,2025-07-28 08:00:00,2025-07-28 10:55:00,Denpasar,cerah,27.5,74,1006,3.1,11.16,Jakarta,Jakarta-Denpasar,175.0,,
43,2025-07-28,Senin,Garuda Indonesia,GA148,Soekarno-Hatta International,CGK,Minangkabau International Airport,PDG,2025-07-28 09:25:00,2025-07-28 11:15:00,Padang,badai petir,27.4,79,1005,4.0,14.4,Jakarta,Jakarta-Padang,110.0,110.0,0.0
44,2025-07-28,Senin,Lion Air,JT854,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-07-28 08:00:00,2025-07-28 11:20:00,Makassar,gerimis,33.8,64,1005,1.0,3.6,Jakarta,Jakarta-Makassar,200.0,200.0,0.0
45,2025-07-28,Senin,Super Air Jet,IU902,Soekarno-Hatta International,CGK,Minangkabau International Airport,PDG,2025-07-28 09:35:00,2025-07-28 11:20:00,Padang,hujan ringan,31.5,84,1012,1.6,5.760000000000001,Jakarta,Jakarta-Padang,105.0,110.0,-5.0
46,2025-07-28,Senin,Lion Air,JT2778,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-07-28 08:00:00,2025-07-28 11:20:00,Makassar,gerimis,33.8,64,1005,1.0,3.6,Jakarta,Jakarta-Makassar,200.0,200.0,0.0
47,2025-07-28,Senin,Lion Air,JT892,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-07-28 08:00:00,2025-07-28 11:20:00,Makassar,gerimis,33.8,64,1005,1.0,3.6,Jakarta,Jakarta-Makassar,200.0,200.0,0.0
48,2025-07-28,Senin,Lion Air,JT992,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-07-28 08:00:00,2025-07-28 11:20:00,Makassar,gerimis,33.8,64,1005,1.0,3.6,Jakarta,Jakarta-Makassar,200.0,200.0,0.0
49,2025-07-28,Senin,Lion Air,JT1994,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-07-28 08:00:00,2025-07-28 11:20:00,Makassar,gerimis,33.8,64,1005,1.0,3.6,Jakarta,Jakarta-Makassar,200.0,200.0,0.0
50,2025-07-28,Senin,Batik Air,ID6582,Soekarno-Hatta International,CGK,Juanda,SUB,2025-07-28 10:15:00,2025-07-28 11:40:00,Surabaya,cerah,29.6,89,1015,4.7,16.92,Jakarta,Jakarta-Surabaya,85.0,80.0,5.0
51,2025-07-28,Senin,Pelita Air,IP102,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,2025-07-28 09:10:00,2025-07-28 12:00:00,Denpasar,badai petir,32.0,62,1008,2.2,7.920000000000001,Jakarta,Jakarta-Denpasar,170.0,,
52,2025-07-28,Senin,Pelita Air,IP204,Soekarno-Hatta International,CGK,Juanda,SUB,2025-07-28 10:40:00,2025-07-28 12:15:00,Surabaya,cerah,29.6,89,1015,4.7,16.92,Jakarta,Jakarta-Surabaya,95.0,80.0,15.0
53,2025-07-28,Senin,Batik Air,ID6762,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-07-28 09:10:00,2025-07-28 12:30:00,Makassar,gerimis,33.8,64,1005,1.0,3.6,Jakarta,Jakarta-Makassar,200.0,200.0,0.0
54,2025-07-28,Senin,Batik Air,ID6292,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-07-28 09:10:00,2025-07-28 12:30:00,Makassar,gerimis,33.8,64,1005,1.0,3.6,Jakarta,Jakarta-Makassar,200.0,200.0,0.0
55,2025-07-28,Senin,Super Air Jet,IU752,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,2025-07-28 09:40:00,2025-07-28 12:30:00,Denpasar,badai petir,32.0,62,1008,2.2,7.920000000000001,Jakarta,Jakarta-Denpasar,170.0,,
56,2025-07-28,Senin,Garuda Indonesia,GA404,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,2025-07-28 09:40:00,2025-07-28 12:35:00,Denpasar,badai petir,32.0,62,1008,2.2,7.920000000000001,Jakarta,Jakarta-Denpasar,175.0,,
57,2025-07-28,Senin,Batik Air,ID6596,Soekarno-Hatta International,CGK,Juanda,SUB,2025-07-28 11:10:00,2025-07-28 12:35:00,Surabaya,cerah,29.6,89,1015,4.7,16.92,Jakarta,Jakarta-Surabaya,85.0,80.0,5.0
58,2025-07-28,Senin,Super Air Jet,IU810,Soekarno-Hatta International,CGK,Minangkabau International Airport,PDG,2025-07-28 11:30:00,2025-07-28 13:15:00,Padang,berawan,25.5,90,1014,4.3,15.48,Jakarta,Jakarta-Padang,105.0,110.0,-5.0
59,2025-07-28,Senin,TransNusa,8B5106,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,2025-07-28 10:30:00,2025-07-28 13:20:00,Denpasar,cerah,29.0,88,1014,2.3,8.28,Jakarta,Jakarta-Denpasar,170.0,,
60,2025-07-28,Senin,Citilink,QG962,Soekarno-Hatta International,CGK,Minangkabau International Airport,PDG,2025-07-28 11:35:00,2025-07-28 13:20:00,Padang,berawan,25.5,90,1014,4.3,15.48,Jakarta,Jakarta-Padang,105.0,110.0,-5.0
61,2025-07-28,Senin,Lion Air,JT774,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-07-28 10:00:00,2025-07-28 13:20:00,Makassar,cerah,31.6,79,1011,2.2,7.920000000000001,Jakarta,Jakarta-Makassar,200.0,200.0,0.0
62,2025-07-28,Senin,Lion Air,JT1740,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-07-28 10:00:00,2025-07-28 13:20:00,Makassar,cerah,31.6,79,1011,2.2,7.920000000000001,Jakarta,Jakarta-Makassar,200.0,200.0,0.0
63,2025-07-28,Senin,Lion Air,JT1774,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-07-28 10:00:00,2025-07-28 13:20:00,Makassar,cerah,31.6,79,1011,2.2,7.920000000000001,Jakarta,Jakarta-Makassar,200.0,200.0,0.0
64,2025-07-28,Senin,Citilink,QG716,Soekarno-Hatta International,CGK,Juanda,SUB,2025-07-28 11:45:00,2025-07-28 13:25:00,Surabaya,gerimis,33.7,82,1014,1.7,6.12,Jakarta,Jakarta-Surabaya,100.0,80.0,20.0
65,2025-07-28,Senin,Citilink,QG686,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,2025-07-28 10:30:00,2025-07-28 13:25:00,Denpasar,cerah,29.0,88,1014,2.3,8.28,Jakarta,Jakarta-Denpasar,175.0,,
66,2025-07-28,Senin,Batik Air,ID8050,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,2025-07-28 10:40:00,2025-07-28 13:30:00,Denpasar,cerah,29.0,88,1014,2.3,8.28,Jakarta,Jakarta-Denpasar,170.0,,
67,2025-07-28,Senin,Super Air Jet,IU734,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,2025-07-28 10:40:00,2025-07-28 13:30:00,Denpasar,cerah,29.0,88,1014,2.3,8.28,Jakarta,Jakarta-Denpasar,170.0,,
68,2025-07-28,Senin,Pelita Air,IP354,Soekarno-Hatta International,CGK,Minangkabau International Airport,PDG,2025-07-28 12:00:00,2025-07-28 13:45:00,Padang,berawan,25.5,90,1014,4.3,15.48,Jakarta,Jakarta-Padang,105.0,110.0,-5.0
69,2025-07-28,Senin,Garuda Indonesia,GA312,Soekarno-Hatta International,CGK,Juanda,SUB,2025-07-28 12:15:00,2025-07-28 13:55:00,Surabaya,gerimis,33.7,82,1014,1.7,6.12,Jakarta,Jakarta-Surabaya,100.0,80.0,20.0
70,2025-07-28,Senin,Pelita Air,IP208,Soekarno-Hatta International,CGK,Juanda,SUB,2025-07-28 12:35:00,2025-07-28 14:10:00,Surabaya,gerimis,33.7,82,1014,1.7,6.12,Jakarta,Jakarta-Surabaya,95.0,80.0,15.0
71,2025-07-28,Senin,Lion Air,JT22,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,2025-07-28 11:20:00,2025-07-28 14:10:00,Denpasar,cerah,29.0,88,1014,2.3,8.28,Jakarta,Jakarta-Denpasar,170.0,,
72,2025-07-28,Senin,Batik Air,ID6406,Soekarno-Hatta International,CGK,Juanda,SUB,2025-07-28 13:05:00,2025-07-28 14:30:00,Surabaya,badai petir,29.1,70,1008,4.8,17.28,Jakarta,Jakarta-Surabaya,85.0,80.0,5.0
73,2025-07-28,Senin,Super Air Jet,IU758,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,2025-07-28 11:40:00,2025-07-28 14:30:00,Denpasar,badai petir,25.6,77,1014,4.1,14.76,Jakarta,Jakarta-Denpasar,170.0,,
74,2025-07-28,Senin,Batik Air,ID6863,Soekarno-Hatta International,CGK,Juanda,SUB,2025-07-28 13:05:00,2025-07-28 14:30:00,Surabaya,badai petir,29.1,70,1008,4.8,17.28,Jakarta,Jakarta-Surabaya,85.0,80.0,5.0
75,2025-07-28,Senin,TransNusa,8B5102,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,2025-07-28 11:45:00,2025-07-28 14:35:00,Denpasar,badai petir,25.6,77,1014,4.1,14.76,Jakarta,Jakarta-Denpasar,170.0,,
76,2025-07-28,Senin,Garuda Indonesia,GA408,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,2025-07-28 11:40:00,2025-07-28 14:40:00,Denpasar,badai petir,25.6,77,1014,4.1,14.76,Jakarta,Jakarta-Denpasar,180.0,,
77,2025-07-28,Senin,Pelita Air,IP802,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-07-28 11:30:00,2025-07-28 14:50:00,Makassar,berawan,26.3,61,1005,1.1,3.9600000000000004,Jakarta,Jakarta-Makassar,200.0,200.0,0.0
78,2025-07-28,Senin,AirAsia,AK814,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,2025-07-28 11:55:00,2025-07-28 14:50:00,Denpasar,badai petir,25.6,77,1014,4.1,14.76,Jakarta,Jakarta-Denpasar,175.0,,
79,2025-07-28,Senin,Pelita Air,IP108,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,2025-07-28 12:05:00,2025-07-28 14:55:00,Denpasar,badai petir,25.6,77,1014,4.1,14.76,Jakarta,Jakarta-Denpasar,170.0,,
80,2025-07-28,Senin,Super Air Jet,IU742,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,2025-07-28 12:40:00,2025-07-28 15:30:00,Denpasar,badai petir,25.6,77,1014,4.1,14.76,Jakarta,Jakarta-Denpasar,170.0,,
81,2025-07-28,Senin,Garuda Indonesia,GA310,Soekarno-Hatta International,CGK,Juanda,SUB,2025-07-28 14:00:00,2025-07-28 15:35:00,Surabaya,badai petir,29.1,70,1008,4.8,17.28,Jakarta,Jakarta-Surabaya,95.0,80.0,15.0
82,2025-07-28,Senin,Lion Air,JT782,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-07-28 12:20:00,2025-07-28 15:40:00,Makassar,berawan,26.3,61,1005,1.1,3.9600000000000004,Jakarta,Jakarta-Makassar,200.0,200.0,0.0
83,2025-07-28,Senin,AirAsia,AK806,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,2025-07-28 12:45:00,2025-07-28 15:45:00,Denpasar,badai petir,25.6,77,1014,4.1,14.76,Jakarta,Jakarta-Denpasar,180.0,,
84,2025-07-28,Senin,Pelita Air,IP206,Soekarno-Hatta International,CGK,Juanda,SUB,2025-07-28 14:25:00,2025-07-28 15:55:00,Surabaya,gerimis,30.2,78,1010,3.5,12.6,Jakarta,Jakarta-Surabaya,90.0,80.0,10.0
85,2025-07-28,Senin,Lion Air,JT619,Soekarno-Hatta International,CGK,Juanda,SUB,2025-07-28 14:40:00,2025-07-28 16:05:00,Surabaya,gerimis,30.2,78,1010,3.5,12.6,Jakarta,Jakarta-Surabaya,85.0,80.0,5.0
86,2025-07-28,Senin,Lion Air,JT692,Soekarno-Hatta International,CGK,Juanda,SUB,2025-07-28 14:40:00,2025-07-28 16:05:00,Surabaya,gerimis,30.2,78,1010,3.5,12.6,Jakarta,Jakarta-Surabaya,85.0,80.0,5.0
87,2025-07-28,Senin,Lion Air,JT171,Soekarno-Hatta International,CGK,Juanda,SUB,2025-07-28 14:40:00,2025-07-28 16:05:00,Surabaya,gerimis,30.2,78,1010,3.5,12.6,Jakarta,Jakarta-Surabaya,85.0,80.0,5.0
88,2025-07-28,Senin,Super Air Jet,IU900,Soekarno-Hatta International,CGK,Minangkabau International Airport,PDG,2025-07-28 14:40:00,2025-07-28 16:25:00,Padang,gerimis,26.7,77,1005,4.2,15.120000000000001,Jakarta,Jakarta-Padang,105.0,110.0,-5.0
89,2025-07-28,Senin,Garuda Indonesia,GA422,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,2025-07-28 13:30:00,2025-07-28 16:30:00,Denpasar,badai petir,27.1,87,1015,1.2,4.32,Jakarta,Jakarta-Denpasar,180.0,,
90,2025-07-28,Senin,Garuda Indonesia,GA162,Soekarno-Hatta International,CGK,Minangkabau International Airport,PDG,2025-07-28 14:40:00,2025-07-28 16:30:00,Padang,gerimis,26.7,77,1005,4.2,15.120000000000001,Jakarta,Jakarta-Padang,110.0,110.0,0.0
91,2025-07-28,Senin,Garuda Indonesia,GA410,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,2025-07-28 14:30:00,2025-07-28 17:25:00,Denpasar,berkabut,28.2,79,1007,4.4,15.840000000000002,Jakarta,Jakarta-Denpasar,175.0,,
92,2025-07-28,Senin,Oman Air,WY5787,Soekarno-Hatta International,CGK,Juanda,SUB,2025-07-28 16:00:00,2025-07-28 17:40:00,Surabaya,berkabut,31.4,88,1015,2.7,9.72,Jakarta,Jakarta-Surabaya,100.0,80.0,20.0
93,2025-07-28,Senin,Garuda Indonesia,GA320,Soekarno-Hatta International,CGK,Juanda,SUB,2025-07-28 16:00:00,2025-07-28 17:40:00,Surabaya,berkabut,31.4,88,1015,2.7,9.72,Jakarta,Jakarta-Surabaya,100.0,80.0,20.0
94,2025-07-28,Senin,Super Air Jet,IU736,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,2025-07-28 14:50:00,2025-07-28 17:40:00,Denpasar,berkabut,28.2,79,1007,4.4,15.840000000000002,Jakarta,Jakarta-Denpasar,170.0,,
95,2025-07-28,Senin,Batik Air,ID6266,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-07-28 14:30:00,2025-07-28 17:50:00,Makassar,gerimis,28.2,60,1006,3.4,12.24,Jakarta,Jakarta-Makassar,200.0,200.0,0.0
96,2025-07-28,Senin,Garuda Indonesia,GA612,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-07-28 14:25:00,2025-07-28 18:00:00,Makassar,gerimis,28.2,60,1006,3.4,12.24,Jakarta,Jakarta-Makassar,215.0,200.0,15.0
97,2025-07-28,Senin,Pelita Air,IP356,Soekarno-Hatta International,CGK,Minangkabau International Airport,PDG,2025-07-28 16:20:00,2025-07-28 18:05:00,Padang,berkabut,28.2,83,1012,4.5,16.2,Jakarta,Jakarta-Padang,105.0,110.0,-5.0
98,2025-07-28,Senin,Citilink,QG688,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,2025-07-28 15:20:00,2025-07-28 18:15:00,Denpasar,berkabut,28.2,79,1007,4.4,15.840000000000002,Jakarta,Jakarta-Denpasar,175.0,,
99,2025-07-28,Senin,Garuda Indonesia,GA414,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,2025-07-28 15:30:00,2025-07-28 18:25:00,Denpasar,berkabut,28.2,79,1007,4.4,15.840000000000002,Jakarta,Jakarta-Denpasar,175.0,,
100,2025-07-28,Senin,Batik Air,ID6576,Soekarno-Hatta International,CGK,Juanda,SUB,2025-07-28 17:00:00,2025-07-28 18:25:00,Surabaya,berkabut,31.4,88,1015,2.7,9.72,Jakarta,Jakarta-Surabaya,85.0,80.0,5.0
101,2025-07-28,Senin,Super Air Jet,IU754,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,2025-07-28 15:50:00,2025-07-28 18:40:00,Denpasar,berkabut,28.2,79,1007,4.4,15.840000000000002,Jakarta,Jakarta-Denpasar,170.0,,
102,2025-07-28,Senin,Super Air Jet,IU904,Soekarno-Hatta International,CGK,Minangkabau International Airport,PDG,2025-07-28 17:00:00,2025-07-28 18:45:00,Padang,berkabut,28.2,83,1012,4.5,16.2,Jakarta,Jakarta-Padang,105.0,110.0,-5.0
103,2025-07-28,Senin,Citilink,QG736,Soekarno-Hatta International,CGK,Juanda,SUB,2025-07-28 17:10:00,2025-07-28 18:50:00,Surabaya,gerimis,30.5,79,1005,1.9,6.84,Jakarta,Jakarta-Surabaya,100.0,80.0,20.0
104,2025-07-28,Senin,Pelita Air,IP202,Soekarno-Hatta International,CGK,Juanda,SUB,2025-07-28 17:40:00,2025-07-28 19:05:00,Surabaya,gerimis,30.5,79,1005,1.9,6.84,Jakarta,Jakarta-Surabaya,85.0,80.0,5.0
105,2025-07-28,Senin,Garuda Indonesia,GA326,Soekarno-Hatta International,CGK,Juanda,SUB,2025-07-28 17:30:00,2025-07-28 19:10:00,Surabaya,gerimis,30.5,79,1005,1.9,6.84,Jakarta,Jakarta-Surabaya,100.0,80.0,20.0
106,2025-07-28,Senin,Sriwijaya Air,SJ5980,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-07-28 15:45:00,2025-07-28 19:10:00,Makassar,badai petir,32.7,71,1009,1.1,3.9600000000000004,Jakarta,Jakarta-Makassar,205.0,200.0,5.0
107,2025-07-28,Senin,Oman Air,WY5788,Soekarno-Hatta International,CGK,Juanda,SUB,2025-07-28 17:30:00,2025-07-28 19:10:00,Surabaya,gerimis,30.5,79,1005,1.9,6.84,Jakarta,Jakarta-Surabaya,100.0,80.0,20.0
108,2025-07-28,Senin,Citilink,QG426,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-07-28 16:00:00,2025-07-28 19:25:00,Makassar,badai petir,32.7,71,1009,1.1,3.9600000000000004,Jakarta,Jakarta-Makassar,205.0,200.0,5.0
109,2025-07-28,Senin,Lion Air,JT175,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-07-28 16:15:00,2025-07-28 19:35:00,Makassar,badai petir,32.7,71,1009,1.1,3.9600000000000004,Jakarta,Jakarta-Makassar,200.0,200.0,0.0
110,2025-07-28,Senin,Lion Air,JT772,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-07-28 16:15:00,2025-07-28 19:35:00,Makassar,badai petir,32.7,71,1009,1.1,3.9600000000000004,Jakarta,Jakarta-Makassar,200.0,200.0,0.0
111,2025-07-28,Senin,Garuda Indonesia,GA420,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,2025-07-28 17:00:00,2025-07-28 19:55:00,Denpasar,gerimis,25.2,62,1012,2.1,7.5600000000000005,Jakarta,Jakarta-Denpasar,175.0,,
