,Tanggal_Penerbangan,Hari,Maskapai,Nomor_Penerbangan,Bandara_Asal,Kode_IATA_Asal,Bandara_Tujuan,Kode_IATA_Tujuan,Jadwal_Keberangkatan,Jadwal_Kedatangan,Kota_tujuan,Deskripsi_tujuan,Suhu_Celcius_tujuan,Kelembaban_%_tujuan,Tekanan_hPa_tujuan,Kecepatan_Angin_m/s_tujuan,Kecepatan_Angin_km_jam_tujuan,Kota_Asal,Rute,Durasi_Actual,Durasi_Normal,Keterlambatan_Kedatangan
213,2025-07-29,Selasa,Pelita Air,IP802,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-07-29 11:30:00,2025-07-29 14:50:00,Makassar,cerah,28.6,87,1011,4.0,14.4,Jakarta,Jakarta-Makassar,200.0,200.0,0.0
214,2025-07-29,Selasa,Super Air Jet,IU742,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,2025-07-29 12:40:00,2025-07-29 15:30:00,Denpasar,berawan,29.8,76,1009,4.4,15.840000000000002,Jakarta,Jakarta-Denpasar,170.0,,
215,2025-07-29,Selasa,Garuda Indonesia,GA310,Soekarno-Hatta International,CGK,Juanda,SUB,2025-07-29 14:00:00,2025-07-29 15:35:00,Surabaya,badai petir,27.7,64,1015,4.4,15.840000000000002,Jakarta,Jakarta-Surabaya,95.0,80.0,15.0
216,2025-07-29,Selasa,Lion Air,JT782,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-07-29 12:20:00,2025-07-29 15:40:00,Makassar,cerah,28.6,87,1011,4.0,14.4,Jakarta,Jakarta-Makassar,200.0,200.0,0.0
217,2025-07-29,Selasa,AirAsia,AK806,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,2025-07-29 12:45:00,2025-07-29 15:45:00,Denpasar,berawan,29.8,76,1009,4.4,15.840000000000002,Jakarta,Jakarta-Denpasar,180.0,,
218,2025-07-29,Selasa,Pelita Air,IP206,Soekarno-Hatta International,CGK,Juanda,SUB,2025-07-29 14:25:00,2025-07-29 15:55:00,Surabaya,hujan ringan,32.4,66,1006,3.0,10.8,Jakarta,Jakarta-Surabaya,90.0,80.0,10.0
219,2025-07-29,Selasa,Lion Air,JT171,Soekarno-Hatta International,CGK,Juanda,SUB,2025-07-29 14:40:00,2025-07-29 16:05:00,Surabaya,hujan ringan,32.4,66,1006,3.0,10.8,Jakarta,Jakarta-Surabaya,85.0,80.0,5.0
220,2025-07-29,Selasa,Lion Air,JT619,Soekarno-Hatta International,CGK,Juanda,SUB,2025-07-29 14:40:00,2025-07-29 16:05:00,Surabaya,hujan ringan,32.4,66,1006,3.0,10.8,Jakarta,Jakarta-Surabaya,85.0,80.0,5.0
221,2025-07-29,Selasa,Lion Air,JT692,Soekarno-Hatta International,CGK,Juanda,SUB,2025-07-29 14:40:00,2025-07-29 16:05:00,Surabaya,hujan ringan,32.4,66,1006,3.0,10.8,Jakarta,Jakarta-Surabaya,85.0,80.0,5.0
222,2025-07-29,Selasa,Super Air Jet,IU900,Soekarno-Hatta International,CGK,Minangkabau International Airport,PDG,2025-07-29 14:40:00,2025-07-29 16:25:00,Padang,gerimis,32.3,80,1011,2.4,8.64,Jakarta,Jakarta-Padang,105.0,110.0,-5.0
223,2025-07-29,Selasa,Garuda Indonesia,GA162,Soekarno-Hatta International,CGK,Minangkabau International Airport,PDG,2025-07-29 14:40:00,2025-07-29 16:30:00,Padang,gerimis,32.3,80,1011,2.4,8.64,Jakarta,Jakarta-Padang,110.0,110.0,0.0
224,2025-07-29,Selasa,Garuda Indonesia,GA422,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,2025-07-29 13:30:00,2025-07-29 16:30:00,Denpasar,badai petir,27.0,69,1010,3.6,12.96,Jakarta,Jakarta-Denpasar,180.0,,
225,2025-07-29,Selasa,Batik Air,ID6578,Soekarno-Hatta International,CGK,Juanda,SUB,2025-07-29 15:10:00,2025-07-29 16:35:00,Surabaya,hujan ringan,32.4,66,1006,3.0,10.8,Jakarta,Jakarta-Surabaya,85.0,80.0,5.0
226,2025-07-29,Selasa,Garuda Indonesia,GA410,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,2025-07-29 14:30:00,2025-07-29 17:25:00,Denpasar,cerah,26.9,90,1015,4.5,16.2,Jakarta,Jakarta-Denpasar,175.0,,
227,2025-07-29,Selasa,Super Air Jet,IU736,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,2025-07-29 14:50:00,2025-07-29 17:40:00,Denpasar,cerah,26.9,90,1015,4.5,16.2,Jakarta,Jakarta-Denpasar,170.0,,
228,2025-07-29,Selasa,Super Air Jet,IU816,Soekarno-Hatta International,CGK,Minangkabau International Airport,PDG,2025-07-29 16:00:00,2025-07-29 17:45:00,Padang,hujan ringan,30.7,85,1007,4.4,15.840000000000002,Jakarta,Jakarta-Padang,105.0,110.0,-5.0
229,2025-07-29,Selasa,Batik Air,ID6266,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-07-29 14:30:00,2025-07-29 17:50:00,Makassar,cerah,24.5,84,1014,4.8,17.28,Jakarta,Jakarta-Makassar,200.0,200.0,0.0
230,2025-07-29,Selasa,Garuda Indonesia,GA612,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-07-29 14:25:00,2025-07-29 18:00:00,Makassar,cerah,24.5,84,1014,4.8,17.28,Jakarta,Jakarta-Makassar,215.0,200.0,15.0
231,2025-07-29,Selasa,Pelita Air,IP356,Soekarno-Hatta International,CGK,Minangkabau International Airport,PDG,2025-07-29 16:20:00,2025-07-29 18:05:00,Padang,hujan ringan,30.7,85,1007,4.4,15.840000000000002,Jakarta,Jakarta-Padang,105.0,110.0,-5.0
232,2025-07-29,Selasa,Super Air Jet,IU754,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,2025-07-29 15:50:00,2025-07-29 18:40:00,Denpasar,cerah,26.9,90,1015,4.5,16.2,Jakarta,Jakarta-Denpasar,170.0,,
233,2025-07-29,Selasa,Citilink,QG736,Soekarno-Hatta International,CGK,Juanda,SUB,2025-07-29 17:10:00,2025-07-29 18:50:00,Surabaya,cerah,32.1,63,1008,3.6,12.96,Jakarta,Jakarta-Surabaya,100.0,80.0,20.0
234,2025-07-29,Selasa,Citilink,QG426,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-07-29 15:30:00,2025-07-29 18:55:00,Makassar,gerimis,31.8,78,1009,4.0,14.4,Jakarta,Jakarta-Makassar,205.0,200.0,5.0
235,2025-07-29,Selasa,Pelita Air,IP202,Soekarno-Hatta International,CGK,Juanda,SUB,2025-07-29 17:40:00,2025-07-29 19:05:00,Surabaya,cerah,32.1,63,1008,3.6,12.96,Jakarta,Jakarta-Surabaya,85.0,80.0,5.0
236,2025-07-29,Selasa,Sriwijaya Air,SJ5980,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-07-29 15:45:00,2025-07-29 19:10:00,Makassar,gerimis,31.8,78,1009,4.0,14.4,Jakarta,Jakarta-Makassar,205.0,200.0,5.0
237,2025-07-29,Selasa,Garuda Indonesia,GA326,Soekarno-Hatta International,CGK,Juanda,SUB,2025-07-29 17:30:00,2025-07-29 19:10:00,Surabaya,cerah,32.1,63,1008,3.6,12.96,Jakarta,Jakarta-Surabaya,100.0,80.0,20.0
238,2025-07-29,Selasa,Batik Air,ID6586,Soekarno-Hatta International,CGK,Juanda,SUB,2025-07-29 18:00:00,2025-07-29 19:25:00,Surabaya,cerah,32.1,63,1008,3.6,12.96,Jakarta,Jakarta-Surabaya,85.0,80.0,5.0
239,2025-07-29,Selasa,Lion Air,JT772,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-07-29 16:15:00,2025-07-29 19:35:00,Makassar,gerimis,31.8,78,1009,4.0,14.4,Jakarta,Jakarta-Makassar,200.0,200.0,0.0
240,2025-07-29,Selasa,Lion Air,JT175,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-07-29 16:15:00,2025-07-29 19:35:00,Makassar,gerimis,31.8,78,1009,4.0,14.4,Jakarta,Jakarta-Makassar,200.0,200.0,0.0
241,2025-07-29,Selasa,Garuda Indonesia,GA164,Soekarno-Hatta International,CGK,Minangkabau International Airport,PDG,2025-07-29 17:50:00,2025-07-29 19:40:00,Padang,gerimis,26.5,68,1014,3.7,13.32,Jakarta,Jakarta-Padang,110.0,110.0,0.0
242,2025-07-29,Selasa,Batik Air,ID6296,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-07-29 16:50:00,2025-07-29 20:10:00,Makassar,gerimis,31.8,78,1009,4.0,14.4,Jakarta,Jakarta-Makassar,200.0,200.0,0.0
243,2025-07-29,Selasa,Citilink,QG724,Soekarno-Hatta International,CGK,Juanda,SUB,2025-07-29 19:05:00,2025-07-29 20:40:00,Surabaya,cerah,31.1,85,1005,4.9,17.64,Jakarta,Jakarta-Surabaya,95.0,80.0,15.0
244,2025-07-29,Selasa,Super Air Jet,IU744,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,2025-07-29 17:55:00,2025-07-29 20:45:00,Denpasar,gerimis,25.1,88,1005,4.6,16.56,Jakarta,Jakarta-Denpasar,170.0,,
245,2025-07-29,Selasa,Pelita Air,IP104,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,2025-07-29 18:00:00,2025-07-29 20:55:00,Denpasar,gerimis,25.1,88,1005,4.6,16.56,Jakarta,Jakarta-Denpasar,175.0,,
246,2025-07-29,Selasa,Sriwijaya Air,SJ580,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-07-29 17:50:00,2025-07-29 21:15:00,Makassar,badai petir,31.2,74,1009,1.6,5.760000000000001,Jakarta,Jakarta-Makassar,205.0,200.0,5.0
247,2025-07-30,Rabu,AirAsia,AK806V,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,2025-07-30 12:45:00,2025-07-30 15:45:00,Denpasar,berawan,29.8,76,1009,4.4,15.840000000000002,Jakarta,Jakarta-Denpasar,180.0,,
248,2025-07-31,Kamis,Batik Air,ID6182W,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-07-31 23:00:00,2025-07-31 02:20:00,Makassar,gerimis,26.2,65,1006,3.0,10.8,Jakarta,Jakarta-Makassar,-1240.0,200.0,-1440.0
249,2025-08-01,Jumat,Lion Air,JT3896P,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-08-01 01:30:00,2025-08-01 04:50:00,Makassar,cerah,31.2,66,1013,4.1,14.76,Jakarta,Jakarta-Makassar,200.0,200.0,0.0
250,2025-08-02,Sabtu,Garuda Indonesia,GA608H,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-08-02 09:10:00,2025-08-02 12:45:00,Makassar,badai petir,31.2,84,1013,1.4,5.04,Jakarta,Jakarta-Makassar,215.0,200.0,15.0
251,2025-08-03,Minggu,Citilink,QG212Y,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-08-03 05:10:00,2025-08-03 08:35:00,Makassar,cerah,25.2,78,1010,3.1,11.16,Jakarta,Jakarta-Makassar,205.0,200.0,5.0
252,2025-08-06,Rabu,Citilink,QG688Q,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,2025-08-06 15:20:00,2025-08-06 18:15:00,Denpasar,berkabut,28.2,79,1007,4.4,15.840000000000002,Jakarta,Jakarta-Denpasar,175.0,,
253,2025-08-07,Kamis,Batik Air,ID6582T,Soekarno-Hatta International,CGK,Juanda,SUB,2025-08-07 10:15:00,2025-08-07 11:40:00,Surabaya,cerah,29.6,89,1015,4.7,16.92,Jakarta,Jakarta-Surabaya,85.0,80.0,5.0
254,2025-08-08,Jumat,Super Air Jet,IU734O,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,2025-08-08 10:40:00,2025-08-08 13:30:00,Denpasar,cerah,25.7,88,1015,1.5,5.4,Jakarta,Jakarta-Denpasar,170.0,,
255,2025-08-09,Sabtu,Batik Air,ID6182B,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-08-09 23:00:00,2025-08-09 02:20:00,Makassar,gerimis,26.2,65,1006,3.0,10.8,Jakarta,Jakarta-Makassar,-1240.0,200.0,-1440.0
256,2025-08-10,Minggu,Garuda Indonesia,GA612G,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-08-10 14:25:00,2025-08-10 18:00:00,Makassar,gerimis,28.2,60,1006,3.4,12.24,Jakarta,Jakarta-Makassar,215.0,200.0,15.0
257,2025-08-13,Rabu,Citilink,QG712V,Soekarno-Hatta International,CGK,Juanda,SUB,2025-08-13 05:55:00,2025-08-13 07:35:00,Surabaya,cerah,25.8,83,1006,3.5,12.6,Jakarta,Jakarta-Surabaya,100.0,80.0,20.0
258,2025-08-14,Kamis,Super Air Jet,IU756I,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,2025-08-14 06:30:00,2025-08-14 09:20:00,Denpasar,cerah,28.2,80,1012,4.9,17.64,Jakarta,Jakarta-Denpasar,170.0,,
259,2025-08-15,Jumat,Lion Air,JT171Z,Soekarno-Hatta International,CGK,Juanda,SUB,2025-08-15 14:40:00,2025-08-15 16:05:00,Surabaya,gerimis,30.2,78,1010,3.5,12.6,Jakarta,Jakarta-Surabaya,85.0,80.0,5.0
260,2025-08-16,Sabtu,Pelita Air,IP102Z,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,2025-08-16 09:10:00,2025-08-16 12:00:00,Denpasar,gerimis,28.0,90,1013,4.2,15.120000000000001,Jakarta,Jakarta-Denpasar,170.0,,
261,2025-08-17,Minggu,Lion Air,JT892W,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-08-17 08:00:00,2025-08-17 11:20:00,Makassar,gerimis,33.8,64,1005,1.0,3.6,Jakarta,Jakarta-Makassar,200.0,200.0,0.0
262,2025-08-20,Rabu,TransNusa,8B5104W,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,2025-08-20 06:45:00,2025-08-20 09:30:00,Denpasar,cerah,28.2,80,1012,4.9,17.64,Jakarta,Jakarta-Denpasar,165.0,,
263,2025-08-21,Kamis,Citilink,QG722Z,Soekarno-Hatta International,CGK,Juanda,SUB,2025-08-21 08:10:00,2025-08-21 09:50:00,Surabaya,badai petir,24.0,75,1014,1.8,6.48,Jakarta,Jakarta-Surabaya,100.0,80.0,20.0
264,2025-08-22,Jumat,Garuda Indonesia,GA320T,Soekarno-Hatta International,CGK,Juanda,SUB,2025-08-22 16:00:00,2025-08-22 17:40:00,Surabaya,berkabut,31.4,88,1015,2.7,9.72,Jakarta,Jakarta-Surabaya,100.0,80.0,20.0
265,2025-08-23,Sabtu,Garuda Indonesia,GA148I,Soekarno-Hatta International,CGK,Minangkabau International Airport,PDG,2025-08-23 09:25:00,2025-08-23 11:15:00,Padang,badai petir,27.4,79,1005,4.0,14.4,Jakarta,Jakarta-Padang,110.0,110.0,0.0
266,2025-08-24,Minggu,Lion Air,JT2792K,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-08-24 04:00:00,2025-08-24 07:20:00,Makassar,badai petir,27.1,72,1014,2.1,7.5600000000000005,Jakarta,Jakarta-Makassar,200.0,200.0,0.0
267,2025-08-27,Rabu,Pelita Air,IP802D,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-08-27 11:30:00,2025-08-27 14:50:00,Makassar,berawan,26.3,61,1005,1.1,3.9600000000000004,Jakarta,Jakarta-Makassar,200.0,200.0,0.0
268,2025-08-28,Kamis,Lion Air,JT888Q,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-08-28 22:00:00,2025-08-28 01:20:00,Makassar,hujan ringan,25.2,62,1009,4.0,14.4,Jakarta,Jakarta-Makassar,-1240.0,200.0,-1440.0
269,2025-08-29,Jumat,Citilink,QG250B,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-08-29 21:30:00,2025-08-29 00:55:00,Makassar,hujan ringan,25.2,62,1009,4.0,14.4,Jakarta,Jakarta-Makassar,-1235.0,200.0,-1435.0
270,2025-08-30,Sabtu,Batik Air,ID6288P,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-08-30 00:10:00,2025-08-30 03:30:00,Makassar,gerimis,26.2,65,1006,3.0,10.8,Jakarta,Jakarta-Makassar,200.0,200.0,0.0
271,2025-08-31,Minggu,Lion Air,JT854V,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-08-31 08:00:00,2025-08-31 11:20:00,Makassar,gerimis,33.8,64,1005,1.0,3.6,Jakarta,Jakarta-Makassar,200.0,200.0,0.0
272,2025-09-03,Rabu,Batik Air,ID6762C,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-09-03 09:10:00,2025-09-03 12:30:00,Makassar,badai petir,31.2,84,1013,1.4,5.04,Jakarta,Jakarta-Makassar,200.0,200.0,0.0
273,2025-09-04,Kamis,Lion Air,JT854U,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-09-04 08:00:00,2025-09-04 11:20:00,Makassar,badai petir,31.2,84,1013,1.4,5.04,Jakarta,Jakarta-Makassar,200.0,200.0,0.0
274,2025-07-30,Rabu,Batik Air,ID6266N,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-07-30 14:30:00,2025-07-30 17:50:00,Makassar,gerimis,28.2,60,1006,3.4,12.24,Jakarta,Jakarta-Makassar,200.0,200.0,0.0
275,2025-07-31,Kamis,Lion Air,JT2778V,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-07-31 08:00:00,2025-07-31 11:20:00,Makassar,gerimis,33.8,64,1005,1.0,3.6,Jakarta,Jakarta-Makassar,200.0,200.0,0.0
276,2025-08-01,Jumat,Batik Air,ID6584L,Soekarno-Hatta International,CGK,Juanda,SUB,2025-08-01 08:10:00,2025-08-01 09:35:00,Surabaya,badai petir,29.2,63,1008,1.3,4.680000000000001,Jakarta,Jakarta-Surabaya,85.0,80.0,5.0
277,2025-08-02,Sabtu,Garuda Indonesia,GA322I,Soekarno-Hatta International,CGK,Juanda,SUB,2025-08-02 08:45:00,2025-08-02 10:25:00,Surabaya,badai petir,24.0,75,1014,1.8,6.48,Jakarta,Jakarta-Surabaya,100.0,80.0,20.0
278,2025-08-03,Minggu,Pelita Air,IP102O,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,2025-08-03 09:10:00,2025-08-03 12:00:00,Denpasar,badai petir,32.0,62,1008,2.2,7.920000000000001,Jakarta,Jakarta-Denpasar,170.0,,
279,2025-08-06,Rabu,Lion Air,JT748T,Soekarno-Hatta International,CGK,Juanda,SUB,2025-08-06 03:30:00,2025-08-06 04:55:00,Surabaya,berawan,24.1,87,1013,3.0,10.8,Jakarta,Jakarta-Surabaya,85.0,80.0,5.0
280,2025-08-07,Kamis,Garuda Indonesia,GA326K,Soekarno-Hatta International,CGK,Juanda,SUB,2025-08-07 17:30:00,2025-08-07 19:10:00,Surabaya,cerah,32.1,63,1008,3.6,12.96,Jakarta,Jakarta-Surabaya,100.0,80.0,20.0
281,2025-08-08,Jumat,Super Air Jet,IU752C,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,2025-08-08 09:40:00,2025-08-08 12:30:00,Denpasar,gerimis,28.0,90,1013,4.2,15.120000000000001,Jakarta,Jakarta-Denpasar,170.0,,
282,2025-08-09,Sabtu,Lion Air,JT772Y,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-08-09 16:15:00,2025-08-09 19:35:00,Makassar,badai petir,32.7,71,1009,1.1,3.9600000000000004,Jakarta,Jakarta-Makassar,200.0,200.0,0.0
283,2025-08-10,Minggu,Pelita Air,IP108J,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,2025-08-10 12:05:00,2025-08-10 14:55:00,Denpasar,badai petir,25.6,77,1014,4.1,14.76,Jakarta,Jakarta-Denpasar,170.0,,
284,2025-08-13,Rabu,Lion Air,JT986O,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-08-13 01:30:00,2025-08-13 04:50:00,Makassar,cerah,31.2,66,1013,4.1,14.76,Jakarta,Jakarta-Makassar,200.0,200.0,0.0
285,2025-08-14,Kamis,Lion Air,JT619C,Soekarno-Hatta International,CGK,Juanda,SUB,2025-08-14 14:40:00,2025-08-14 16:05:00,Surabaya,hujan ringan,32.4,66,1006,3.0,10.8,Jakarta,Jakarta-Surabaya,85.0,80.0,5.0
286,2025-08-15,Jumat,Lion Air,JT774D,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-08-15 10:00:00,2025-08-15 13:20:00,Makassar,gerimis,27.9,60,1015,3.2,11.520000000000001,Jakarta,Jakarta-Makassar,200.0,200.0,0.0
287,2025-08-16,Sabtu,Garuda Indonesia,GA322O,Soekarno-Hatta International,CGK,Juanda,SUB,2025-08-16 08:45:00,2025-08-16 10:25:00,Surabaya,badai petir,24.0,75,1014,1.8,6.48,Jakarta,Jakarta-Surabaya,100.0,80.0,20.0
288,2025-08-17,Minggu,Citilink,QG346D,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-08-17 01:10:00,2025-08-17 04:30:00,Makassar,badai petir,24.7,64,1006,2.7,9.72,Jakarta,Jakarta-Makassar,200.0,200.0,0.0
289,2025-08-20,Rabu,Lion Air,JT690M,Soekarno-Hatta International,CGK,Juanda,SUB,2025-08-20 03:30:00,2025-08-20 04:55:00,Surabaya,badai petir,31.0,84,1007,3.1,11.16,Jakarta,Jakarta-Surabaya,85.0,80.0,5.0
290,2025-08-21,Kamis,Citilink,QG726R,Soekarno-Hatta International,CGK,Juanda,SUB,2025-08-21 20:00:00,2025-08-21 21:35:00,Surabaya,gerimis,32.2,72,1010,4.9,17.64,Jakarta,Jakarta-Surabaya,95.0,80.0,15.0
291,2025-08-22,Jumat,Lion Air,JT774V,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-08-22 10:00:00,2025-08-22 13:20:00,Makassar,gerimis,27.9,60,1015,3.2,11.520000000000001,Jakarta,Jakarta-Makassar,200.0,200.0,0.0
292,2025-08-23,Sabtu,Batik Air,ID6296I,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-08-23 16:50:00,2025-08-23 20:10:00,Makassar,gerimis,31.8,78,1009,4.0,14.4,Jakarta,Jakarta-Makassar,200.0,200.0,0.0
293,2025-08-24,Minggu,Lion Air,JT692A,Soekarno-Hatta International,CGK,Juanda,SUB,2025-08-24 14:40:00,2025-08-24 16:05:00,Surabaya,hujan ringan,32.4,66,1006,3.0,10.8,Jakarta,Jakarta-Surabaya,85.0,80.0,5.0
294,2025-08-27,Rabu,Lion Air,JT2778G,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-08-27 08:00:00,2025-08-27 11:20:00,Makassar,gerimis,33.8,64,1005,1.0,3.6,Jakarta,Jakarta-Makassar,200.0,200.0,0.0
295,2025-08-28,Kamis,Lion Air,JT241N,Soekarno-Hatta International,CGK,Juanda,SUB,2025-08-28 09:00:00,2025-08-28 10:25:00,Surabaya,berawan,32.8,61,1011,2.3,8.28,Jakarta,Jakarta-Surabaya,85.0,80.0,5.0
296,2025-08-29,Jumat,Batik Air,ID6751N,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-08-29 02:20:00,2025-08-29 05:45:00,Makassar,berkabut,30.0,66,1005,1.3,4.680000000000001,Jakarta,Jakarta-Makassar,205.0,200.0,5.0
297,2025-08-30,Sabtu,Lion Air,JT938W,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-08-30 20:00:00,2025-08-30 23:20:00,Makassar,hujan ringan,33.9,75,1007,2.6,9.360000000000001,Jakarta,Jakarta-Makassar,200.0,200.0,0.0
298,2025-08-31,Minggu,Lion Air,JT1994T,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-08-31 08:00:00,2025-08-31 11:20:00,Makassar,gerimis,33.8,64,1005,1.0,3.6,Jakarta,Jakarta-Makassar,200.0,200.0,0.0
299,2025-09-03,Rabu,Pelita Air,IP802L,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-09-03 11:30:00,2025-09-03 14:50:00,Makassar,cerah,28.6,87,1011,4.0,14.4,Jakarta,Jakarta-Makassar,200.0,200.0,0.0
300,2025-09-04,Kamis,Batik Air,ID6584C,Soekarno-Hatta International,CGK,Juanda,SUB,2025-09-04 08:10:00,2025-09-04 09:35:00,Surabaya,badai petir,29.2,63,1008,1.3,4.680000000000001,Jakarta,Jakarta-Surabaya,85.0,80.0,5.0
301,2025-07-30,Rabu,Batik Air,ID6236S,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-07-30 06:00:00,2025-07-30 09:20:00,Makassar,hujan ringan,34.0,69,1015,1.9,6.84,Jakarta,Jakarta-Makassar,200.0,200.0,0.0
302,2025-07-31,Kamis,Batik Air,ID6292C,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-07-31 09:10:00,2025-07-31 12:30:00,Makassar,gerimis,33.8,64,1005,1.0,3.6,Jakarta,Jakarta-Makassar,200.0,200.0,0.0
303,2025-08-01,Jumat,Citilink,QG726W,Soekarno-Hatta International,CGK,Juanda,SUB,2025-08-01 20:00:00,2025-08-01 21:35:00,Surabaya,gerimis,32.2,72,1010,4.9,17.64,Jakarta,Jakarta-Surabaya,95.0,80.0,15.0
304,2025-08-02,Sabtu,Lion Air,JT171Q,Soekarno-Hatta International,CGK,Juanda,SUB,2025-08-02 14:40:00,2025-08-02 16:05:00,Surabaya,hujan ringan,32.4,66,1006,3.0,10.8,Jakarta,Jakarta-Surabaya,85.0,80.0,5.0
305,2025-08-03,Minggu,Batik Air,ID6370Y,Soekarno-Hatta International,CGK,Juanda,SUB,2025-08-03 04:40:00,2025-08-03 06:05:00,Surabaya,badai petir,25.4,71,1011,4.5,16.2,Jakarta,Jakarta-Surabaya,85.0,80.0,5.0
306,2025-08-06,Rabu,Citilink,QG962C,Soekarno-Hatta International,CGK,Minangkabau International Airport,PDG,2025-08-06 11:35:00,2025-08-06 13:20:00,Padang,berawan,25.5,90,1014,4.3,15.48,Jakarta,Jakarta-Padang,105.0,110.0,-5.0
307,2025-08-07,Kamis,Pelita Air,IP202N,Soekarno-Hatta International,CGK,Juanda,SUB,2025-08-07 17:40:00,2025-08-07 19:05:00,Surabaya,cerah,32.1,63,1008,3.6,12.96,Jakarta,Jakarta-Surabaya,85.0,80.0,5.0
308,2025-08-08,Jumat,Sriwijaya Air,SJ5980D,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-08-08 15:45:00,2025-08-08 19:10:00,Makassar,badai petir,32.7,71,1009,1.1,3.9600000000000004,Jakarta,Jakarta-Makassar,205.0,200.0,5.0
309,2025-08-09,Sabtu,Batik Air,ID6142X,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-08-09 18:30:00,2025-08-09 21:50:00,Makassar,gerimis,27.4,63,1008,3.1,11.16,Jakarta,Jakarta-Makassar,200.0,200.0,0.0
310,2025-08-10,Minggu,Citilink,QG952B,Soekarno-Hatta International,CGK,Minangkabau International Airport,PDG,2025-08-10 07:00:00,2025-08-10 08:55:00,Padang,berkabut,28.7,86,1006,1.9,6.84,Jakarta,Jakarta-Padang,115.0,110.0,5.0
311,2025-08-13,Rabu,Batik Air,ID6142I,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-08-13 18:30:00,2025-08-13 21:50:00,Makassar,gerimis,27.4,63,1008,3.1,11.16,Jakarta,Jakarta-Makassar,200.0,200.0,0.0
312,2025-08-14,Kamis,Garuda Indonesia,GA164U,Soekarno-Hatta International,CGK,Minangkabau International Airport,PDG,2025-08-14 17:50:00,2025-08-14 19:40:00,Padang,gerimis,26.5,68,1014,3.7,13.32,Jakarta,Jakarta-Padang,110.0,110.0,0.0
